Name,Start column,End Column,Description
OBAOTH14,3192   ,3195   ,PHYS ASST OFF VSTS - OTH COMBINED AMT 14
OBAPRV14,3155   ,3158   ,PHYS ASS T OFF VSTS - PRIVATE INS AMT 14
OBAPTR14,3188   ,3191   ,PHYS ASST OFF VSTS - PRV & TRI AMT 14
OBASLF14,3142   ,3145   ,PHYS ASS T OFF VSTS - SELF/FAMILY AMT 14
OBASST14,3130   ,3131   ,# OFF-BASED PHYSICIAN ASSIST VISITS 14
OBASTL14,3171   ,3174   ,PHYS ASS T OFF VSTS - OTH ST/LOCL AMT 14
OBATCH14,3132   ,3136   ,OFFICE-BASED PHYS ASST VISIT CHARGES 14
OBATRI14,3163   ,3166   ,PHYS ASS T OFF VSTS - TRICARE AMT 14
OBAVA14,3159   ,3162   ,PHYS ASS T OFF VSTS - VA/CHAMPVA AMT 14
OBAWCP14,3175   ,3177   ,PHYS ASS T OFF VSTS-WORKERS COMP AMT 14
OBCEXP14,2931   ,2935   ,TOTAL OFF-BASED CHIRO EXP 14
OBCHIR14,2923   ,2925   ,# OFFICE-BASED CHIROPRACTOR VISITS 14
OBCMCD14,2945   ,2948   ,CHIRO OFF VISITS - MEDICAID AMT 14
OBCMCR14,2941   ,2944   ,CHIRO OFF VISITS - MEDICARE AMT 14
OBCOFD14,2961   ,2964   ,CHIRO OFF VISITS - OTHER FEDERAL AMT 14
OBCOPR14,2974   ,2978   ,CHIRO OFF VISTS - OTHR PRIVATE AMT 14
OBCOPU14,2979   ,2981   ,CHIRO OFF VISTS - OTHR PUBLIC AMT 14
OBCOSR14,2982   ,2986   ,CHIRO OFF VSTS-OTHR UNCLASS SRCE AMT 14
OBCOTH14,2992   ,2996   ,CHIRO OFF VISITS -OTH COMBINED AMT 14
OBCPRV14,2949   ,2953   ,CHIRO OFF VISITS - PRIVATE INS AMT 14
OBCPTR14,2987   ,2991   ,CHIRO OFF VISITS - PRV & TRI AMT 14
OBCSLF14,2936   ,2940   ,CHIRO OFF VISITS - SELF/FAMILY AMT 14
OBCSTL14,2965   ,2968   ,CHIRO OFF VISITS - OTH ST/LOCAL AMT 14
OBCTCH14,2926   ,2930   ,OFFICE-BASED CHIRO VISIT CHARGES 14
OBCTRI14,2958   ,2960   ,CHIRO OFF VISITS - TRICARE AMT 14
OBCVA14,2954   ,2957   ,CHIRO OFF VISITS - VA/CHAMPVA AMT 14
OBCWCP14,2969   ,2973   ,CHIRO OFF VISITS - WORKERS COMP AMT 14
OBDEXP14,2764   ,2769   ,TOTAL OFF-BASED DR EXP 14
OBDMCD14,2781   ,2785   ,DR OFFICE VISITS - MEDICAID AMT 14
OBDMCR14,2775   ,2780   ,DR OFFICE VISITS - MEDICARE AMT 14
OBDOFD14,2802   ,2805   ,DR OFFICE VISITS - OTHER FEDERAL AMT 14
OBDOPR14,2816   ,2820   ,DR OFFICE VISITS - OTH PRIVATE AMT 14
OBDOPU14,2821   ,2824   ,DR OFFICE VISITS - OTH PUBLIC AMT 14
OBDOSR14,2825   ,2829   ,DR OFF VSTS - OTH UNCLASS SRCE AMT 14
OBDOTH14,2836   ,2840   ,DR OFFICE VISITS - OTH COMBINED AMT 14
OBDPRV14,2786   ,2791   ,DR OFFICE VISITS - PRIVATE INS AMT 14
OBDPTR14,2830   ,2835   ,DR OFFICE VISITS - PRV & TRI AMT 14
OBDRV14,2755   ,2757   ,# OFFICE-BASED PHYSICIAN VISITS 14
OBDSLF14,2770   ,2774   ,DR OFFICE VISITS - SELF/FAMILY AMT 14
OBDSTL14,2806   ,2810   ,DR OFFICE VISITS - OTH ST/LOCAL AMT 14
OBDTCH14,2758   ,2763   ,OFFICE-BASED PHYSICIAN VISIT CHARGES 14
OBDTRI14,2797   ,2801   ,DR OFFICE VISITS - TRICARE AMT 14
OBDVA14,2792   ,2796   ,DR OFFICE VISITS - VA/CHAMPVA AMT 14
OBDWCP14,2811   ,2815   ,DR OFFICE VISITS - WORKERS COMP AMT 14
OBEEXP14,3079   ,3082   ,TOTAL OFF-BASED OPTOMETRIST EXP 14
OBEMCD14,3090   ,3092   ,OPTOMETRIST OFF VSTS - MEDICAID AMT 14
OBEMCR14,3087   ,3089   ,OPTOMETRIST OFF VSTS - MEDICARE AMT 14
OBEOFD14,3103   ,3105   ,OPTOMETRIST OFF VSTS-OTH FEDERAL AMT 14
OBEOPR14,3113   ,3115   ,OPTOMETRIST OFF VSTS-OTH PRIVATE AMT 14
OBEOPU14,3116   ,3118   ,OPTOMETRIST OFF VSTS - OTH PUBLIC AMT 14
OBEOSR14,3119   ,3121   ,OPTOM OFF VSTS-OTH UNCLASS SRCE AMT 14
OBEOTH14,3126   ,3129   ,OPTOMETRIST OFF VSTS-OTH COMBINED AMT 14
OBEPRV14,3093   ,3096   ,OPTOMETRIST OFF VSTS-PRIVATE INS AMT 14
OBEPTR14,3122   ,3125   ,OPTOMETRIST OFF VSTS - PRV & TRI AMT 14
OBESLF14,3083   ,3086   ,OPTOMETRIST OFF VSTS-SELF/FAMILY AMT 14
OBESTL14,3106   ,3109   ,OPTOMETRIST OFF VSTS-OTH ST/LOCL AMT 14
OBETCH14,3075   ,3078   ,OFFICE-BASED OPTOMTRIST VISIT CHARGES 14
OBETRI14,3100   ,3102   ,OPTOMETRIST OFF VSTS - TRICARE AMT 14
OBEVA14,3097   ,3099   ,OPTOMETRIST OFF VSTS - VA/CHAMPVA AMT 14
OBEWCP14,3110   ,3112   ,OPTOMETRIST OFF VSTS-WORKERS COMP AMT 14
OBNEXP14,3006   ,3010   ,TOTAL OFF-BASED NURSE/PRAC 14
OBNMCD14,3021   ,3025   ,NURSE/PRAC OFF VSTS - MEDICAID AMT 14
OBNMCR14,3016   ,3020   ,NURSE/PRAC OFF VISITS - MEDICARE AMT 14
OBNOFD14,3040   ,3043   ,NURSE/PRAC OFF VSTS-OTHER FEDERAL AMT 14
OBNOPR14,3051   ,3055   ,NURSE/PRAC OFF VSTS - OTH PRIVATE AMT 14
OBNOPU14,3056   ,3058   ,NURSE/PRAC OFF VSTS - OTH PUBLIC AMT 14
OBNOSR14,3059   ,3062   ,NRS/PR OFF VSTS-OTH UNCLASS SRCE AMT 14
OBNOTH14,3068   ,3072   ,NURSE/PRAC OFF VSTS-OTH COMBINED AMT 14
OBNPRV14,3026   ,3030   ,NURSE/PRAC OFF VSTS-PRIVATE INS AMT 14
OBNPTR14,3063   ,3067   ,NURSE/PRAC OFF VSTS - PRV & TRI AMT 14
OBNSLF14,3011   ,3015   ,NURSE/PRAC OFF VISITS-SELF/FAMILY AMT 14
OBNSTL14,3044   ,3047   ,NURSE/PRAC OFF VSTS-OTH ST/LOCAL AMT 14
OBNTCH14,3000   ,3005   ,OFFICE-BASED NURSE/PRAC VISIT CHARGES 14
OBNTRI14,3035   ,3039   ,NURSE/PRAC OFF VSTS - TRICARE AMT 14
OBNURS14,2997   ,2999   ,# OFF-BASED NURSE/PRACTITIONER VISITS 14
OBNVA14,3031   ,3034   ,NURSE/PRAC OFF VSTS - VA/CHAMPVA AMT 14
OBNWCP14,3048   ,3050   ,NURSE/PRAC OFF VSTS-WORKERS COMP AMT 14
OBOEXP14,2850   ,2854   ,TOTAL OFF-BASED NON-DR EXP 14
OBOMCD14,2865   ,2869   ,NON-DR OFF VISTS - MEDICAID AMT 14
OBOMCR14,2860   ,2864   ,NON-DR OFF VISTS - MEDICARE AMT 14
OBOOFD14,2885   ,2888   ,NON-DR OFF VISTS - OTHER FEDERAL AMT 14
OBOOPR14,2899   ,2903   ,NON-DR OFF VISTS - OTH PRIVATE AMT 14
OBOOPU14,2904   ,2907   ,NON-DR OFF VISTS - OTH PUBLIC AMT 14
OBOOSR14,2908   ,2912   ,NON-DR OF VSTS - OTH UNCLASS SRCE AMT 14
OBOOTH14,2918   ,2922   ,NON-DR OFF VISTS - OTH COMBINED AMT 14
OBOPRV14,2870   ,2874   ,NON-DR OFF VISTS - PRIVATE INS AMT 14
OBOPTO14,3073   ,3074   ,# OFF-BASED OPTOMETRIST VISITS 14
OBOPTR14,2913   ,2917   ,NON-DR OFF VISTS - PRV & TRI AMT 14
OBOSLF14,2855   ,2859   ,NON-DR OFF VISTS - SELF/FAMILY AMT 14
OBOSTL14,2889   ,2893   ,NON-DR OFF VISTS - OTH ST/LOCAL AMT 14
OBOTCH14,2844   ,2849   ,OFFICE-BASED NON-DR VISIT CHARGES 14
OBOTHV14,2841   ,2843   ,# OFFICE-BASED NON-PHYSICAN VISITS 14
OBOTRI14,2880   ,2884   ,NON-DR OFF VISTS - TRICARE AMT 14
OBOVA14,2875   ,2879   ,NON-DR OFF VISTS - VA/CHAMPVA AMT 14
OBOWCP14,2894   ,2898   ,NON-DR OFF VISTS - WORKERS COMP AMT 14
OBTEXP14,3204   ,3208   ,TOT OFF-BASED PT EXP 14
OBTHER14,3196   ,3198   ,# OFF-BASED PT/OT VISITS 14
OBTMCD14,3218   ,3222   ,PT/OT OFF VISITS - MEDICAID AMT 14
OBTMCR14,3213   ,3217   ,PT/OT OFF VISITS - MEDICARE AMT 14
OBTOFD14,3238   ,3241   ,PT/OT OFF VISITS - OTHER FED AMT 14
OBTOPR14,3251   ,3254   ,PT/OT OFF VISITS - OTH PRIVATE AMT 14
OBTOPU14,3255   ,3258   ,PT/OT OFF VISITS - OTH PUBLIC AMT 14
OBTOSR14,3259   ,3262   ,PT/OT OFF VSTS-OTH UNCLASS SRCE AMT 14
OBTOTH14,3268   ,3271   ,PT/OT OFF VISITS - OTH COMBINED AMT 14
OBTOTV14,2669   ,2671   ,# OFFICE-BASED PROVIDER VISITS 14
OBTPRV14,3223   ,3227   ,PT/OT OFF VISITS - PRIVATE INS AMT 14
OBTPTR14,3263   ,3267   ,PT/OT OFF VISITS - PRV & TRI AMT 14
OBTSLF14,3209   ,3212   ,PT/OT OFF VISITS - SELF/FAMILY AMT 14
OBTSTL14,3242   ,3245   ,PT/OT OFF VISITS - OTH ST/LOCL AMT 14
OBTTCH14,3199   ,3203   ,OFFICE-BASED PT/OC VISIT CHARGES 14
OBTTRI14,3233   ,3237   ,PT/OT OFF VISITS - TRICARE AMT 14
OBTVA14,3228   ,3232   ,PT/OT OFF VISITS - VA/CHAMPVA AMT 14
OBTWCP14,3246   ,3250   ,PT/OT OFF VISITS - WORKERS COMP AMT 14
OBVEXP14,2678   ,2683   ,TOTAL OFFICE-BASED EXP 14
OBVMCD14,2695   ,2699   ,ALL OFFICE VISITS - MEDICAID AMT 14
OBVMCR14,2689   ,2694   ,ALL OFFICE VISITS - MEDICARE AMT 14
OBVOFD14,2716   ,2719   ,ALL OFFICE VISITS-OTHER FEDERAL AMT 14
OBVOPR14,2730   ,2734   ,ALL OFFICE VISITS - OTH PRIVATE AMT 14
OBVOPU14,2735   ,2738   ,ALL OFFICE VISITS - OTH PUBLIC AMT 14
OBVOSR14,2739   ,2743   ,ALL OFF VSTS - OTH UNCLASS SRCE AMT 14
OBVOTH14,2750   ,2754   ,ALL OFFICE VISITS - OTH COMBINED AMT 14
OBVPRV14,2700   ,2705   ,ALL OFFICE VISITS - PRIVATE INS AMT 14
OBVPTR14,2744   ,2749   ,ALL OFFICE VISITS - PRV & TRI AMT 14
OBVSLF14,2684   ,2688   ,ALL OFFICE VISITS - SELF/FAMILY AMT 14
OBVSTL14,2720   ,2724   ,ALL OFFICE VISITS-OTH ST/LOCAL AMT 14
OBVTCH14,2672   ,2677   ,OFFICE-BASED PROVIDER VISIT CHARGES 14
OBVTRI14,2711   ,2715   ,ALL OFFICE VISITS-TRICARE AMT 14
OBVVA14,2706   ,2710   ,ALL OFFICE VISITS-VA/CHAMPVA AMT 14
OBVWCP14,2725   ,2729   ,ALL OFFICE VISITS - WORKERS COMP AMT 14
OCCCAT31,1211   ,1212   ,OCCUPATION GROUP RD 3/1 CMJ
OCCCAT42,1213   ,1214   ,OCCUPATION GROUP RD 4/2 CMJ
OCCCAT53,1215   ,1216   ,OCCUPATION GROUP RD 5/3 CMJ
OCCCT31H,1310   ,1311   ,OCCUPATION GROUP RD 3/1 CMJ (IMP)
OCCCT42H,1312   ,1313   ,OCCUPATION GROUP RD 4/2 CMJ (IMP)
OCCCT53H,1314   ,1315   ,OCCUPATION GROUP RD 5/3 CMJ (IMP)
OFEMP31H,1373   ,1374   ,EMP OFFERS HEALTH INS RD 3/1 CMJ (IMP)
OFEMP42H,1375   ,1376   ,EMP OFFERS HEALTH INS RD 4/2 CMJ (IMP)
OFEMP53H,1377   ,1378   ,EMP OFFERS HEALTH INS RD 5/3 CMJ (IMP)
OFFER31H,1367   ,1368   ,HEALTH INSUR OFFERED BY RD 3/1 CMJ (IMP)
OFFER31X,1259   ,1260   ,HEALTH INSUR OFFERED BY RD 3/1 CMJ (ED)
OFFER42H,1369   ,1370   ,HEALTH INSUR OFFERED BY RD 4/2 CMJ (IMP)
OFFER42X,1261   ,1262   ,HEALTH INSUR OFFERED BY RD 4/2 CMJ (ED)
OFFER53H,1371   ,1372   ,HEALTH INSUR OFFERED BY RD 5/3 CMJ (IMP)
OFFER53X,1263   ,1264   ,HEALTH INSUR OFFERED BY RD 5/3 CMJ (ED)
OFFHOU42,1012   ,1013   ,AC24 USC HAS OFFCE HRS NGHTS/WKENDS-R4/2
OFREMP31,1265   ,1266   ,EMPLOYER OFFERS HEALTH INS RD 3/1 CMJ
OFREMP42,1267   ,1268   ,EMPLOYER OFFERS HEALTH INS RD 4/2 CMJ
OFREMP53,1269   ,1270   ,EMPLOYER OFFERS HEALTH INS RD 5/3 CMJ
OHRTAGED,319   ,320   ,AGE OF DIAGNOSIS-OTHER HEART DISEASE
OHRTDX,317   ,318   ,OTHER HEART DISEASE DIAG (>17)
ONGONG42,1008   ,1009   ,AC22 GO TO USC FOR ONGOING HLTH PRB-R4/2
ONJOB42,966   ,967   ,AC08 OTH REAS NO USC: DR AT WORK-R4/2
OPAAP14,1715   ,1716   ,COV BY OTHER PUBLIC A INS IN APR14
OPAAU14,1723   ,1724   ,COV BY OTHER PUBLIC A INS IN AUG14
OPADE14,1731   ,1732   ,COV BY OTHER PUBLIC A INS IN DEC14
OPAEV14,2193   ,2193   ,EVER HAVE OTHER PUBLIC A INS DURING 14
OPAFE14,1711   ,1712   ,COV BY OTHER PUBLIC A INS IN FEB14
OPAJA14,1709   ,1710   ,COV BY OTHER PUBLIC A INS IN JAN14
OPAJL14,1721   ,1722   ,COV BY OTHER PUBLIC A INS IN JUL14
OPAJU14,1719   ,1720   ,COV BY OTHER PUBLIC A INS IN JUN14
OPAMA14,1713   ,1714   ,COV BY OTHER PUBLIC A INS IN MAR14
OPAMY14,1717   ,1718   ,COV BY OTHER PUBLIC A INS IN MAY14
OPANO14,1729   ,1730   ,COV BY OTHER PUBLIC A INS IN NOV14
OPAOC14,1727   ,1728   ,COV BY OTHER PUBLIC A INS IN OCT14
OPASE14,1725   ,1726   ,COV BY OTHER PUBLIC A INS IN SEP14
OPBAP14,1739   ,1740   ,COV BY OTHER PUBLIC B INS IN APR14
OPBAU14,1747   ,1748   ,COV BY OTHER PUBLIC B INS IN AUG14
OPBDE14,1755   ,1756   ,COV BY OTHER PUBLIC B INS IN DEC14
OPBEV14,2194   ,2194   ,EVER HAVE OTHER PUBLIC B INS DURING 14
OPBFE14,1735   ,1736   ,COV BY OTHER PUBLIC B INS IN FEB14
OPBJA14,1733   ,1734   ,COV BY OTHER PUBLIC B INS IN JAN14
OPBJL14,1745   ,1746   ,COV BY OTHER PUBLIC B INS IN JUL14
OPBJU14,1743   ,1744   ,COV BY OTHER PUBLIC B INS IN JUN14
OPBMA14,1737   ,1738   ,COV BY OTHER PUBLIC B INS IN MAR14
OPBMY14,1741   ,1742   ,COV BY OTHER PUBLIC B INS IN MAY14
OPBNO14,1753   ,1754   ,COV BY OTHER PUBLIC B INS IN NOV14
OPBOC14,1751   ,1752   ,COV BY OTHER PUBLIC B INS IN OCT14
OPBSE14,1749   ,1750   ,COV BY OTHER PUBLIC B INS IN SEP14
OPDEXP14,3453   ,3457   ,TOTAL OUTPATIENT PROVIDER EXP 14
OPDMCD14,3473   ,3477   ,ALL OPD VISITS-MEDICAID AMT-DR 14
OPDMCR14,3468   ,3472   ,ALL OPD VISITS-MEDICARE AMT-DR 14
OPDOFD14,3491   ,3492   ,ALL OPD VISITS-OTHER FED AMT-DR 14
OPDOPR14,3500   ,3504   ,ALL OPD VISITS - OTH PRIVATE AMT-DR 14
OPDOPU14,3505   ,3509   ,ALL OPD VISITS-OTH PUBLIC AMT-DR 14
OPDOSR14,3510   ,3513   ,ALL OPD VSTS-OTH UNCLASS SRCE AMT-DR 14
OPDOTH14,3519   ,3523   ,ALL OPD VISITS-OTH COMBINED AMT-DR 14
OPDPRV14,3478   ,3482   ,ALL OPD VISITS-PRIV INS AMT-DR 14
OPDPTR14,3514   ,3518   ,ALL OPD VISITS-PRV & TRI AMT -DR 14
OPDRV14,3524   ,3526   ,# OUTPATIENT DEPT PHYSICIAN VISITS 14
OPDSLF14,3464   ,3467   ,ALL OPD VISITS-SELF/FAMILY AMT-DR 14
OPDSTL14,3493   ,3495   ,ALL OPD VISITS-OTH ST/LOCAL AMT-DR 14
OPDTCH14,3458   ,3463   ,OPD PROVIDER VISIT CHARGES - DR 14
OPDTRI14,3487   ,3490   ,ALL OPD VISITS-TRICARE AMT-DR 14
OPDVA14,3483   ,3486   ,ALL OPD VISITS-VA/CHAMPVA AMT-DR 14
OPDWCP14,3496   ,3499   ,ALL OPD VISITS-WORKERS COMP AMT-DR 14
OPFEXP14,3371   ,3376   ,TOTAL OUTPATIENT FACILITY EXP 14
OPFMCD14,3388   ,3393   ,ALL OPD VISITS-MEDICAID AMT-FAC 14
OPFMCR14,3382   ,3387   ,ALL OPD VISITS-MEDICARE AMT-FAC 14
OPFOFD14,3410   ,3414   ,ALL OPD VISITS-OTHER FED AMT-FAC 14
OPFOPR14,3425   ,3430   ,ALL OPD VISITS - OTH PRIVATE AMT-FAC 14
OPFOPU14,3431   ,3435   ,ALL OPD VISITS - OTH PUBLIC AMT-FAC 14
OPFOSR14,3436   ,3440   ,ALL OPD VSTS-OTH UNCLASS SRCE AMT-FAC 14
OPFOTH14,3447   ,3452   ,ALL OPD VISITS - OTH COMBINED AMT-FAC 14
OPFPRV14,3394   ,3399   ,ALL OPD VISITS-PRIV INS AMT-FAC 14
OPFPTR14,3441   ,3446   ,ALL OPD VISITS - PRV & TRI AMT-FAC 14
OPFSLF14,3377   ,3381   ,ALL OPD VISITS-SELF/FAMILY AMT-FAC 14
OPFSTL14,3415   ,3419   ,ALL OPD VISITS-OTH ST/LOCAL AMT-FAC 14
OPFTCH14,3364   ,3370   ,OPD PROVIDER VISIT CHARGES - FAC 14
OPFTRI14,3406   ,3409   ,ALL OPD VISITS-TRICARE AMT-FAC 14
OPFVA14,3400   ,3405   ,ALL OPD VISITS-VA/CHAMPVA AMT-FAC 14
OPFWCP14,3420   ,3424   ,ALL OPD VISITS-WORKERS COMP AMT-FAC 14
OPOEXP14,3690   ,3695   ,TOTAL OUTPATIENT NON-DR - FAC EXP 14
OPOMCD14,3706   ,3711   ,OPD NON-DR VISITS-MEDICAID AMT-FAC 14
OPOMCR14,3700   ,3705   ,OPD NON-DR VISITS-MEDICARE AMT-FAC 14
OPOOFD14,3727   ,3730   ,OPD NON-DR VISITS-OTHER FED AMT-FAC 14
OPOOPR14,3740   ,3743   ,OPD NON-DR VISITS-OTH PRIVATE AMT-FAC 14
OPOOPU14,3744   ,3747   ,OPD NON-DR VISITS-OTH PUBLIC AMT-FAC 14
OPOOSR14,3748   ,3751   ,OPD NON-DR VSTS-OT UNCLAS SRC AMT-FAC 14
OPOOTH14,3757   ,3761   ,OPD NON-DR VISITS-OTH COMBINED AM-FAC 14
OPOPRV14,3712   ,3716   ,OPD NON-DR VISITS-PRIV INS AMT-FAC 14
OPOPTR14,3752   ,3756   ,OPD NON-DR VISITS - PRV & TRI AMT-FAC 14
OPOSLF14,3696   ,3699   ,OPD NON-DR VISITS-SELF/FAM AMT-FAC 14
OPOSTL14,3731   ,3735   ,OPD NON-DR VISITS-OTH ST/LOC AMT-FAC 14
OPOTCH14,3683   ,3689   ,OPD NON-PHYS VISIT CHARGES - FAC 14
OPOTHV14,3680   ,3682   ,# OUTPATIENT DEPT NON-DR VISITS 14
OPOTRI14,3723   ,3726   ,OPD NON-DR VISITS-TRICARE AMT-FAC 14
OPOVA14,3717   ,3722   ,OPD NON-DR VISITS-VA/CHAMPVA AMT-FAC 14
OPOWCP14,3736   ,3739   ,OPD NON-DR VISITS-WRKRS COMP AMT-FAC 14
OPPEXP14,3762   ,3766   ,TOTAL OUTPATIENT NON-DR - DR EXP 14
OPPMCD14,3782   ,3785   ,OPD NON-DR VISITS-MEDICAID AMT-DR 14
OPPMCR14,3777   ,3781   ,OPD NON-DR VISITS-MEDICARE AMT-DR 14
OPPOFD14,3797   ,3797   ,OPD NON-DR VISITS-OTHER FED AMT-DR 14
OPPOPR14,3805   ,3809   ,OPD NON-DR VISITS-OTH PRIVATE AMT-DR 14
OPPOPU14,3810   ,3814   ,OPD NON-DR VISITS-OTH PUBLIC AMT-DR 14
OPPOSR14,3815   ,3818   ,OPD NON-DR VSTS-OT UNCLAS SRC AMT-DR 14
OPPOTH14,3823   ,3827   ,OPD NON-DR VISITS-OTH COMBINED AMT-DR 14
OPPPRV14,3786   ,3789   ,OPD NON-DR VISITS-PRIV INS AMT-DR 14
OPPPTR14,3819   ,3822   ,OPD NON-DR VISITS - PRV & TRI AMT-DR 14
OPPSLF14,3773   ,3776   ,OPD NON-DR VISITS-SELF/FAM AMT-DR 14
OPPSTL14,3798   ,3800   ,OPD NON-DR VISITS-OTH ST/LOC AMT-DR 14
OPPTCH14,3767   ,3772   ,OPD NON-PHYS VISIT CHARGES - DR 14
OPPTRI14,3794   ,3796   ,OPD NON-DR VISITS-TRICARE AMT-DR 14
OPPVA14,3790   ,3793   ,OPD NON-DR VISITS-VA/CHAMPVA AMT-DR 14
OPPWCP14,3801   ,3804   ,OPD NON-DR VISITS-WRKRS COMP AMT-DR 14
OPSEXP14,3613   ,3617   ,TOTAL OUTPATIENT PHYSICIAN - DR EXP 14
OPSMCD14,3633   ,3636   ,OPD DR VISITS-MEDICAID AMT-DR 14
OPSMCR14,3628   ,3632   ,OPD DR VISITS-MEDICARE AMT-DR 14
OPSOFD14,3650   ,3651   ,OPD DR VISITS-OTHER FED AMT-DR 14
OPSOPR14,3659   ,3662   ,OPD DR VISITS - OTH PRIVATE AMT-DR 14
OPSOPU14,3663   ,3666   ,OPD DR VISITS-OTH PUBLIC AMT-DR 14
OPSOSR14,3667   ,3670   ,OPD DR VSTS-OTH UNCLASS SRCE AMT-DR 14
OPSOTH14,3676   ,3679   ,OPD DR VISITS -OTH COMBINED AMT-DR 14
OPSPRV14,3637   ,3641   ,OPD DR VISITS-PRIV INS AMT-DR 14
OPSPTR14,3671   ,3675   ,OPD DR VISITS - PRV & TRI AMT-DR 14
OPSSLF14,3624   ,3627   ,OPD DR VISITS-SELF/FAMILY AMT-DR 14
OPSSTL14,3652   ,3654   ,OPD DR VISITS-OTH ST/LOCAL AMT-DR 14
OPSTCH14,3618   ,3623   ,OPD PHYSICIAN VISIT CHARGES - DR 14
OPSTRI14,3646   ,3649   ,OPD DR VISITS-TRICARE AMT-DR 14
OPSVA14,3642   ,3645   ,OPD DR VISITS-VA/CHAMPVA AMT-DR 14
OPSWCP14,3655   ,3658   ,OPD DR VISITS-WORKERS COMP AMT-DR 14
OPTEXP14,3282   ,3287   ,TOTAL OUTPATIENT FAC + DR EXP 14
OPTMCD14,3299   ,3304   ,ALL OPD VSTS-MEDICAID AMT-(FAC+DR) 14
OPTMCR14,3293   ,3298   ,ALL OPD VSTS-MEDICARE AMT-(FAC+DR) 14
OPTOFD14,3321   ,3325   ,ALL OPD VSTS-OTHER FED AMT-(FAC+DR) 14
OPTOPR14,3336   ,3341   ,ALL OPD VSTS-OTH PRIVATE AMT-(FAC+DR) 14
OPTOPU14,3342   ,3346   ,ALL OPD VSTS-OTH PUBLIC AMT-(FAC+DR) 14
OPTOSR14,3347   ,3351   ,ALL OPD VST-OTH UNCLS SRC AMT(FAC+DR) 14
OPTOTH14,3358   ,3363   ,ALL OPD VSTS-OTH COMBINED AMT(FAC+DR) 14
OPTOTV14,3272   ,3274   ,# OUTPATIENT DEPT PROVIDER VISITS 14
OPTPRV14,3305   ,3310   ,ALL OPD VSTS-PRIV INS AMT-(FAC+DR) 14
OPTPTR14,3352   ,3357   ,ALL OPD VISITS-PRV & TRI AMT (FAC+DR) 14
OPTSLF14,3288   ,3292   ,ALL OPD VSTS-SELF/FAMILY AMT-(FAC+DR) 14
OPTSTL14,3326   ,3330   ,ALL OPD VST-OTH ST/LOCAL AMT(FAC+DR) 14
OPTTCH14,3275   ,3281   ,OPD FACILITY + DR VISIT CHARGES - 14
OPTTRI14,3317   ,3320   ,ALL OPD VSTS-TRICARE AMT-(FAC+DR) 14
OPTVA14,3311   ,3316   ,ALL OPD VSTS-VA/CHAMPVA AMT-(FAC+DR) 14
OPTWCP14,3331   ,3335   ,ALL OPD VST-WORKRS COMP AMT-(FAC+DR) 14
OPVEXP14,3533   ,3538   ,TOTAL OUTPATIENT PHYSICIAN - FAC EXP 14
OPVMCD14,3550   ,3554   ,OPD DR VISITS-MEDICAID AMT-FAC 14
OPVMCR14,3544   ,3549   ,OPD DR VISITS-MEDICARE AMT-FAC 14
OPVOFD14,3570   ,3574   ,OPD DR VISITS-OTHER FED AMT-FAC 14
OPVOPR14,3585   ,3590   ,OPD DR VISITS - OTH PRIVATE AMT-FAC 14
OPVOPU14,3591   ,3595   ,OPD DR VISITS-OTH PUBLIC AMT-FAC 14
OPVOSR14,3596   ,3600   ,OPD DR VSTS-OTH UNCLASS SRCE AMT-FAC 14
OPVOTH14,3607   ,3612   ,OPD DR VISITS - OTH COMBINED AMT-FAC 14
OPVPRV14,3555   ,3560   ,OPD DR VISITS-PRIV INS AMT-FAC 14
OPVPTR14,3601   ,3606   ,OPD DR VISITS - PRV & TRI AMT-FAC 14
OPVSLF14,3539   ,3543   ,OPD DR VISITS-SELF/FAMILY AMT-FAC 14
OPVSTL14,3575   ,3579   ,OPD DR VISITS-OTH ST/LOCAL AMT-FAC 14
OPVTCH14,3527   ,3532   ,OPD PHYSICIAN VISIT CHARGES - FAC 14
OPVTRI14,3566   ,3569   ,OPD DR VISITS-TRICARE AMT-FAC 14
OPVVA14,3561   ,3565   ,OPD DR VISITS-VA/CHAMPVA AMT-FAC 14
OPVWCP14,3580   ,3584   ,OPD DR VISITS-WORKERS COMP AMT-FAC 14
OTHDYS31,910   ,911   ,MISS ANY WORK DAY TO CARE FOR OTH (RD31)
OTHDYS42,912   ,913   ,MISS ANY WORK DAY TO CARE FOR OTH (RD42)
OTHDYS53,914   ,915   ,MISS ANY WORK DAY TO CARE FOR OTH (RD53)
OTHEXP14,5187   ,5192   ,TOT OTHER EQUIP/SPLY (EXCL DIAB) EXP 14
OTHIMP14,1581   ,1581   ,OTHER INCOME IMPUTATION FLAG
OTHINS42,952   ,953   ,AC08 OTH REAS NO USC: INS RELATED-R4/2
OTHLANG,259   ,260   ,IN FAMILY WITH SOMEONE SPKNG OTHER LANG
OTHMCD14,5203   ,5207   ,OTHER EQUP/SUPPLIES-MEDICAID AMT 14
OTHMCR14,5198   ,5202   ,OTHER EQUP/SUPPLIES-MEDICARE AMT 14
OTHNDD31,916   ,918   ,# DAY MISSED WORK TO CARE FOR OTH (RD31)
OTHNDD42,919   ,921   ,# DAY MISSED WORK TO CARE FOR OTH (RD42)
OTHNDD53,922   ,923   ,# DAY MISSED WORK TO CARE FOR OTH (RD53)
